Countries,Indicators,,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,25.5068607,26.3831711,28.1195049,26.9559746,27.7604828,25.9837112,31.7270374,34.9848862
Antigua and Barbuda,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.1315356,3.4028854,0.0000000,0.2370192,0.0000000,0.1475645,0.0156221,0.0237818
Antigua and Barbuda,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.9528346,2.7846894,2.8190789,3.0208902,2.9027808,2.6070306,2.1394262,2.1323462
Antigua and Barbuda,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22.4935722,23.7678337,20.8804646,23.0052776,22.5319405,26.2670307,24.1719341,22.4963360
Antigua and Barbuda,Gross Domestic Product (GDP) per Capita in PPP Int$,,"18,821.6115616","18,608.2381716","19,413.6140919","19,522.1673327","20,595.6957937","21,428.1948222","22,639.5604831","23,618.8727725"
Argentina,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.6136627,8.3965626,8.4570379,8.3713474,8.2582331,8.7885046,7.5443993,9.1243153
Argentina,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,19.7093735,17.9976502,14.1118527,14.4944191,14.5583496,13.7893314,15.9830961,15.0185270
Argentina,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.3465014,0.6508701,0.6054041,0.5210210,0.6188076,0.3303996,0.3681733,0.4967445
Argentina,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.5683460,5.6811833,6.1348639,6.2204189,6.3273020,6.8243742,5.5911865,6.6089349
Argentina,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.3573036,34.9011040,36.8205910,37.6019554,38.8520432,41.3659592,41.4579926,41.1737938
Argentina,Gross Domestic Product (GDP) per Capita in PPP Int$,,"18,329.1725076","19,629.3147313","19,593.5481953","20,204.2926215","19,863.0899824","20,416.5450869","20,161.6462321","21,004.3612370"
Bahamas,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.9242525,6.0488381,6.0476794,6.0246730,5.8914657,5.7143855,6.0714116,5.7588892
Bahamas,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,28.4227467,28.4017201,28.6872482,28.5802536,30.0529251,26.8609619,27.6852455,30.9824677
Bahamas,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.5203914,0.5118884,0.5200270,0.5157293,0.5465115,0.5699177,0.5278881,0.5904331
Bahamas,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.8030903,2.8699105,2.8355563,2.8321414,2.6102035,2.8663502,3.0239041,2.5263996
Bahamas,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,16.2341518,17.8848057,17.6755905,17.8584881,17.5869293,18.0630932,18.9205170,22.4551888
Bahamas,Gross Domestic Product (GDP) per Capita in PPP Int$,,"28,624.7386490","28,939.7342620","29,960.7789845","29,942.5806939","30,069.0478325","30,337.5771132","29,813.7850442","30,494.4938688"
Barbados,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.7739868,6.8993387,7.7781997,7.5993648,7.1065331,6.9671435,6.8520041,6.7791266
Barbados,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,38.0800896,42.1882248,38.6069870,41.5833817,44.4222221,45.2299461,45.1797028,46.3035736
Barbados,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.2939849,3.0076301,0.3709126,1.7638984,2.2059898,1.6663833,1.6719195,1.9588736
Barbados,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.6207564,3.3458583,4.3039045,3.8064964,3.2854676,3.1932182,3.1439483,2.9964345
Barbados,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,34.9006615,32.6570053,34.6854668,35.2041893,33.1310539,35.1497192,33.8291512,32.9992981
Barbados,Gross Domestic Product (GDP) per Capita in PPP Int$,,"16,089.2014996","16,460.0669798","16,609.3669822","17,254.4332627","17,618.6301572","18,121.2234662","19,321.7754893","19,814.2300523"
Belize,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.7644305,5.6343975,5.3718133,5.6977692,5.6739321,5.9032087,6.0969763,5.6428227
Belize,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,23.9086685,24.5006256,25.3163776,24.3389397,24.0166893,23.1412735,23.5430336,24.1548634
Belize,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,3.7317388,5.0328627,3.3333485,3.9326758,11.5971470,1.8330669,3.8301830,1.5779356
Belize,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.8342350,3.6402397,3.4982686,3.7497652,3.3172891,4.0951772,4.0882125,3.8357840
Belize,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29.2517014,28.9942837,28.1329937,29.3130245,31.3053761,34.6666679,34.6526451,34.8993301
Belize,Gross Domestic Product (GDP) per Capita in PPP Int$,,"7,707.8027231","7,854.5764230","8,058.0239116","8,088.9764784","8,363.6844147","8,558.2021890","8,420.5541704","8,524.6028018"
Bolivia Plurinational States of ,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.4730272,5.4925456,5.3737054,5.7351551,5.9649148,6.6170139,6.8528490,6.4431610
Bolivia Plurinational States of ,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,33.2774010,32.5054627,34.3583374,34.0091629,30.9043579,27.3266163,28.0211220,25.0778465
Bolivia Plurinational States of ,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,3.5904698,4.6546860,4.4223452,3.5286183,2.6677184,3.0737884,3.2386091,2.3038714
Bolivia Plurinational States of ,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.2163911,3.2071564,3.0646544,3.3563581,3.7354794,4.3500810,4.4420986,4.4153504
Bolivia Plurinational States of ,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.1385040,37.5395203,36.8597107,39.5373116,43.7612877,45.0421715,40.0431862,38.3178139
Bolivia Plurinational States of ,Gross Domestic Product (GDP) per Capita in PPP Int$,,"5,034.8337256","5,272.8811525","5,772.4562100","6,139.6700769","6,606.2933602","6,905.5853294","7,221.6958176","7,630.9915645"
Brazil,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.9490671,7.7883015,7.7353010,7.9770937,8.3960543,8.8702040,9.2062054,9.4674768
Brazil,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,29.3852062,29.2995834,29.6820316,28.1770668,28.1802483,28.4444161,27.4069214,27.4554939
Brazil,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.2459422,0.3390830,0.1245707,0.0679430,0.1380036,0.0805383,0.0740447,0.0663961
Brazil,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.5787697,3.4657285,3.3541665,3.5513587,3.6986926,3.8063650,3.9549680,3.9649203
Brazil,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,38.8149643,37.5760918,37.2228432,37.4487228,38.0395622,38.6465683,39.8522453,38.6621742
Brazil,Gross Domestic Product (GDP) per Capita in PPP Int$,,"14,234.6010604","14,972.8866981","15,410.2287237","16,001.1895719","16,243.0375679","15,699.2679228","15,218.0687227","15,550.4054868"
Canada,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.6820717,10.3525038,10.3478928,10.2273445,10.0556154,10.5106916,10.7378769,10.5727692
Canada,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,14.6470738,13.9495535,13.7740593,13.6323404,13.6467714,13.5541229,14.1283064,14.2197504
Canada,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Canada,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7.8817272,7.7045851,7.7108531,7.6215506,7.4890323,7.8417883,7.9350395,7.7941017
Canada,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,43.1654320,41.6725159,41.0248375,40.0600357,38.4614487,40.1113968,40.6385155,40.3255997
Canada,Gross Domestic Product (GDP) per Capita in PPP Int$,,"39,820.6016394","41,329.5848231","41,963.7699311","43,972.4720121","45,431.0932472","44,261.9002019","44,787.9653857","46,616.2409389"
Chile,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.7748933,6.7717886,7.0209198,7.4447832,7.8072987,8.3026915,8.5173931,8.9835100
Chile,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,34.4676285,34.4992600,33.4076424,33.6383095,34.2687302,34.5092583,34.7699471,33.5341797
Chile,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0102205,0.0020290,0.0015266,0.0026932,0.0024260,0.0014193,0.0014595,0.0000000
Chile,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.1912799,3.1934009,3.3655207,3.5473905,3.7268832,3.9866810,4.2267704,4.4969935
Chile,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,23.3254261,22.7901154,23.0924912,23.0556011,23.7489090,24.8815651,25.2613010,25.3611469
Chile,Gross Domestic Product (GDP) per Capita in PPP Int$,,"18,235.7435555","20,437.7046098","21,620.2804299","22,578.7285381","22,974.4483782","22,951.9891191","23,256.4304348","24,807.1949545"
Colombia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.0826569,6.7906990,6.7523112,7.2626987,7.1465797,7.2974234,7.2136798,7.2262807
Colombia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,17.0035572,15.3157549,17.8585529,16.6692658,16.4165554,16.0592041,16.3662281,16.3084259
Colombia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0627301,0.1531348,0.5262355,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Colombia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.1154590,4.9911346,4.7172847,5.0836453,5.0267358,5.1056685,4.9577451,4.8993936
Colombia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29.4884892,28.8014927,28.1991100,28.8627682,29.3533001,29.6976090,27.6174908,28.0194054
Colombia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"10,570.2085482","11,463.5348731","12,016.4456226","12,661.0936336","13,383.6978667","13,800.5322744","14,099.5285580","14,380.2859968"
Costa Rica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.1133995,8.2180519,7.9135099,7.8683219,7.8817515,7.8228602,7.5334692,7.3287964
Costa Rica,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,25.3843136,25.7832298,24.5027504,23.2256661,24.4133053,22.5992317,22.2029514,21.2553902
Costa Rica,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.2106686,0.1292773,0.0634624,0.0390225,0.0241043,0.0063681,0.0283617,0.0535397
Costa Rica,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.8672051,5.7685041,5.5933046,5.5865369,5.5977387,5.6877036,5.5238328,5.3873444
Costa Rica,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18.4879875,17.6055756,17.8753433,19.1677399,19.2119331,19.2857437,19.3464451,20.0220394
Costa Rica,Gross Domestic Product (GDP) per Capita in PPP Int$,,"12,733.9920989","13,397.2279402","14,144.2090136","14,555.4936455","15,187.0882567","15,740.5981471","16,419.5970119","17,221.9866471"
Cuba,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.6880827,11.3129864,9.2994099,10.4309950,12.1412344,12.8140135,12.2177515,11.7113266
Cuba,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,9.1819716,10.8163805,13.1309729,12.2711906,9.6388769,9.6218309,10.2854347,10.4826641
Cuba,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0393827,0.1965003,0.1654224,0.1210008,0.1102391,0.0476642,0.0937155,0.0752019
Cuba,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,9.7024965,10.0671005,8.0629234,9.1383667,10.9575710,11.5749636,10.9496527,10.4748612
Cuba,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,69.9741974,66.6980743,70.1453323,64.6251373,60.7927513,63.4397965,63.2730026,65.9835205
Cuba,Gross Domestic Product (GDP) per Capita in PPP Int$,,"18,920.4713423","18,987.2634571","20,081.0659958","21,125.4794992","22,032.7914021","24,523.4795747","20,159.3278056","21,225.6963636"
Dominica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.5698519,5.3345037,5.8282895,5.2950263,5.4615774,5.4116278,5.2103219,5.8768892
Dominica,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,35.9256783,36.7841263,35.2690620,34.9840393,33.9360695,30.7538986,29.0655403,30.9549561
Dominica,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,4.1360788,3.1029887,5.3311648,3.3350740,4.3559842,2.3349261,4.7066732,3.2038224
Dominica,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.2817152,3.1510670,3.4036863,3.2134779,3.3176563,3.5737782,3.4077265,3.8178165
Dominica,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,39.7599411,34.6637116,36.6615868,33.5032768,31.9074326,33.7716255,42.4203796,52.5117226
Dominica,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,986.4236112","10,137.0102719","10,172.5277917","10,372.4625976","10,929.4517418","10,503.8733788","11,058.7512779","11,173.7930363"
Dominican Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.5794001,5.6650987,5.8852058,5.7640772,5.8472295,5.9824705,6.0966039,6.1363950
Dominican Republic,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,43.9168053,42.4441299,42.8616791,42.1832237,42.4841766,42.8513107,44.6164131,44.7381973
Dominican Republic,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.5934569,0.4653439,1.2344366,0.5158364,6.3652673,7.4150138,0.6174681,0.7393583
Dominican Republic,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.5163875,2.7252162,2.7637086,2.7781701,2.5020537,2.4489577,2.7876682,2.8228815
Dominican Republic,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,15.7988606,15.9469919,20.1176014,17.6907902,17.5163784,17.5501423,17.4233379,18.0974770
Dominican Republic,Gross Domestic Product (GDP) per Capita in PPP Int$,,"10,904.7526006","11,333.5265212","11,715.4227159","12,348.5385178","13,380.8478173","14,306.6172624","15,245.0677573","16,063.6534943"
Ecuador,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.1219564,7.8652182,8.4796820,8.5598345,8.6212750,8.5884571,8.2959604,8.2574291
Ecuador,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,47.5202560,45.4347954,43.6306915,42.3678322,41.9836655,43.8699417,40.3844376,39.3985062
Ecuador,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.7180028,0.3027650,0.2601936,0.1218623,0.3122365,0.3977403,0.3659313,0.5433924
Ecuador,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.1923406,3.7274056,4.1797638,4.3886032,4.4486327,4.2411399,4.2366114,4.3616462
Ecuador,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,34.6819077,39.4692040,40.2547646,43.7369919,43.5935745,39.6797257,38.5639114,36.5824204
Ecuador,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,160.9311567","9,926.9451589","10,520.1963386","11,060.8093817","11,519.3198722","11,479.8513919","11,294.7443535","11,612.0600542"
El Salvador,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.2362919,8.1443996,7.5393200,7.7183924,7.6815276,7.6303406,7.7171073,7.2275600
El Salvador,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,32.7448959,30.5842552,32.0755577,28.2302380,28.2717228,27.8322544,27.1688767,29.1964493
El Salvador,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,9.0839510,5.4919429,3.2555287,4.2687283,4.2742367,2.0376847,2.2503443,0.1412961
El Salvador,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.4435306,4.8678641,4.5167918,4.8367968,4.7782211,4.9062991,4.9752202,4.6072526
El Salvador,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25.0433655,24.5612316,24.2962685,24.4327221,23.7374401,23.5514965,23.7765999,23.9409504
El Salvador,Gross Domestic Product (GDP) per Capita in PPP Int$,,"6,171.8764579","6,511.5132589","6,791.5644057","7,045.8780967","7,283.6272431","7,584.8231511","7,813.0633419","8,062.6901914"
Grenada,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.1931706,6.2086654,5.9359627,5.6789203,4.7237659,4.7173319,4.6879911,4.7571173
Grenada,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,49.4978714,50.7433167,53.7162437,54.6162682,50.2692108,52.4643402,49.1631279,52.4138374
Grenada,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,5.7596107,3.2911387,0.4811161,0.1405512,0.3585031,2.2862639,0.9822892,0.9443447
Grenada,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.5402448,2.6167138,2.4788272,2.3358696,2.1534979,1.9482799,2.1637018,2.0311317
Grenada,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,28.2420750,28.7821121,26.6666679,28.1318703,29.1751328,25.6686478,23.9357987,22.5764046
Grenada,Gross Domestic Product (GDP) per Capita in PPP Int$,,"10,950.7535529","11,218.9529148","11,262.1768624","11,679.7874823","12,720.7797841","13,626.5105500","14,221.9196706","15,157.9273470"
Guatemala,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.1494374,5.9363565,6.0147495,6.1695442,5.9423742,5.9604807,6.0086722,5.8138437
Guatemala,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,58.9491425,58.8792038,58.3199196,57.2453156,55.2897224,55.0262451,53.2391129,54.1341057
Guatemala,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.6647356,3.2561443,4.0159888,2.4195499,2.7233250,2.0260584,2.0893037,1.0822930
Guatemala,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.0696847,1.9845413,2.0067730,2.1797018,2.2048066,2.2151926,2.1877492,2.0839589
Guatemala,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,14.5259743,14.4229832,14.0148907,13.7719870,13.3946924,12.2695274,12.0880652,12.1074629
Guatemala,Gross Domestic Product (GDP) per Capita in PPP Int$,,"6,576.6598445","6,844.4954522","7,031.4020440","7,264.6760652","7,552.5717711","7,788.4937906","7,955.6047593","8,167.5503043"
Guyana,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.4634948,5.1671624,4.8944869,5.0503721,5.1440668,4.5180807,5.1407652,4.9455099
Guyana,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,36.6947670,38.2978783,39.7273750,38.6135063,37.1778030,39.7498741,29.9354668,32.4706421
Guyana,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,29.2656097,22.0870323,14.9890261,10.5832939,7.8161969,6.9826737,4.4528408,4.9001403
Guyana,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.6904427,1.8798530,2.0521874,2.4010592,2.6680355,2.2549965,3.2390795,2.9617178
Guyana,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,30.9238548,30.6401348,31.2409363,30.0990944,31.2129650,29.2923489,32.3814468,34.6710892
Guyana,Gross Domestic Product (GDP) per Capita in PPP Int$,,"5,693.0832833","6,132.1908108","6,543.2471326","6,944.9949401","7,297.4745448","7,558.0589969","7,845.1896487","8,190.8189342"
Haiti,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.1455984,10.2313633,9.6682959,7.2378821,7.7976360,8.6285296,8.4368677,8.0355015
Haiti,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,33.3096733,26.0862770,28.4398174,36.2416458,31.0153122,33.9648819,35.2901917,40.2279015
Haiti,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,46.1507340,64.6838760,60.7402878,48.3934059,54.9419479,50.8789940,49.4320374,43.0618019
Haiti,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.4553886,0.7297524,0.7949653,0.8383473,0.8078945,0.9536059,0.9296988,0.9527046
Haiti,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22.6849766,24.4929886,28.6016941,28.1191292,25.3082600,21.8501854,18.6612148,18.1848145
Haiti,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,471.2985888","1,562.2788886","1,615.2270191","1,689.7498342","1,746.5457943","1,763.4852227","1,785.9459504","1,818.7947362"
Honduras,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.7210760,8.7934322,8.6462126,8.4748945,8.1702719,7.7139692,8.1669378,7.8584251
Honduras,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,46.2852745,45.7874718,49.9196549,49.2719154,47.1639481,49.1517792,46.9773560,48.7016754
Honduras,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,7.4911952,6.1515026,6.9551692,8.5562506,9.3814354,7.3506026,6.8031879,5.3961506
Honduras,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.6960583,3.8937044,3.3830452,3.2125685,3.1772599,2.9736862,3.3771596,3.1504881
Honduras,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26.4633141,25.9118652,26.3559609,29.5756874,27.6378689,26.0218716,27.3825321,26.8992004
Honduras,Gross Domestic Product (GDP) per Capita in PPP Int$,,"3,889.9256279","4,046.0786950","4,216.1655623","4,332.4146914","4,471.1803282","4,613.1220691","4,774.0268910","5,023.3930460"
Jamaica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.0062108,4.9316378,4.9946628,5.2389646,5.2325988,5.6550846,5.7347446,5.9884167
Jamaica,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,24.8405953,23.3983421,21.2739296,18.4221706,21.1395073,18.8734055,17.9459190,17.2296963
Jamaica,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.6013231,3.1802990,3.9589171,1.5083343,3.0889137,1.1152074,1.2259780,1.9734124
Jamaica,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.0410576,3.0028372,2.8529477,3.2276564,3.0395107,3.5803397,3.6719635,3.8744006
Jamaica,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.7243881,32.4971390,30.3835239,27.6020470,27.2087574,27.7640858,28.5836945,29.0966129
Jamaica,Gross Domestic Product (GDP) per Capita in PPP Int$,,"7,835.5042987","8,101.8983055","8,173.3260196","8,326.9218367","8,512.1797901","8,651.3053256","8,837.6584500","9,065.5978369"
Mexico,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.9751301,5.7011414,5.8422456,5.9407773,5.6303864,5.7970872,5.6160917,5.5165415
Mexico,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,45.6692238,42.7287331,42.6028748,41.3086357,39.9651299,40.4012146,40.5152130,41.2832756
Mexico,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Mexico,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.9067273,2.9261913,3.0141206,3.1345408,2.9979270,3.0773192,2.9423978,2.8417058
Mexico,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27.6743660,27.7164021,28.2139301,27.7774029,27.9731846,27.5267830,27.3691177,25.7200298
Mexico,Gross Domestic Product (GDP) per Capita in PPP Int$,,"14,840.9912570","16,049.3643218","16,658.0820130","16,848.0398567","17,484.2931056","17,699.1587228","18,162.3058990","18,772.3617957"
Nicaragua,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.0493383,7.4244366,7.6477571,7.5238814,8.0098114,8.0014858,8.7909479,8.6454649
Nicaragua,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,41.0036163,37.9603157,36.8518410,37.4585838,35.1860924,35.2227020,32.0595627,32.5990486
Nicaragua,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,14.6894474,10.5410013,12.8491087,7.7754736,6.3034134,6.8919048,6.2071338,7.4873457
Nicaragua,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.9529679,3.6634650,3.6822860,3.9394629,4.5058346,4.4483585,5.2668905,5.0217438
Nicaragua,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22.3540916,23.3230820,24.0388889,24.1501846,24.5383472,25.5665665,26.8703518,26.9715042
Nicaragua,Gross Domestic Product (GDP) per Capita in PPP Int$,,"3,946.2853379","4,231.4932677","4,538.6621772","4,789.9202062","5,056.0532549","5,293.9133757","5,539.2932490","5,854.5720486"
Panama,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.1716385,6.6175318,6.5809617,6.6505299,6.9106407,6.8078675,7.2416253,7.3194914
Panama,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,28.3636322,30.4013691,34.0747147,32.3178177,30.4895458,30.2867298,27.4323235,33.2700653
Panama,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.4468641,0.5232048,0.3644113,0.3493850,0.7307160,0.8288475,0.7296685,0.4663021
Panama,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.7765589,4.3222470,3.9832473,4.1422792,4.2910180,4.2510648,4.7500081,4.3857336
Panama,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,24.8709240,24.2633915,23.5790253,24.0394745,23.2647591,21.9644318,21.9141445,21.8402805
Panama,Gross Domestic Product (GDP) per Capita in PPP Int$,,"15,308.6541560","17,093.7293291","18,795.1514340","20,096.1370913","21,152.5029778","22,232.9306149","23,212.9868132","24,520.9632365"
Paraguay,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.6249008,5.0537124,6.5430946,6.0723572,6.6463299,6.7469931,6.7253246,6.6545687
Paraguay,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,45.5123138,42.3333550,46.4443207,47.6867333,44.4069786,44.1950150,43.2884979,44.1762543
Paraguay,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.0244247,0.9311153,0.5315011,0.5403965,0.3474158,0.3199138,0.3558337,0.2812397
Paraguay,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.1328623,2.4643807,3.0318732,2.6469793,3.1696498,3.1607137,3.1510596,3.0258145
Paraguay,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,23.6769886,25.3991966,34.3558121,26.6404266,28.3730412,29.1178131,28.0823135,28.8758221
Paraguay,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,599.9773778","10,080.7391069","10,081.8863604","10,973.5184241","11,569.2357886","11,896.0333710","12,384.0269863","13,023.0363843"
Peru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.7241540,4.6248989,4.7552877,4.7013454,4.9974952,5.0258627,5.0635891,4.9951506
Peru,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,39.4704742,39.5709267,38.7321472,35.5248604,31.4588985,29.6253376,28.8788643,28.1882591
